lat,lng,class,lswi,ci,evi,mndwi,ndbi,ndwi,savi,ndvi,ndpi,wetness,wwi
562882.885,2723598.086,vegetation,0.14105952,0.7415086,-0.39589244,0.04330764,-0.14105952,0.14105952,0.22263733,0.14842959,-0.069848806,0.21857153,0.17526388
562006.5854,2727585.662,vegetation,0.111180365,0.5281868,-2.0790336,-0.15952635,-0.111180365,0.111180365,0.4631002,0.30874053,-0.04271822,0.2738478,0.43337417
563217.1001,2728765.097,vegetation,0.06313796,0.6364584,-0.9083804,-0.12010603,-0.06313796,0.06313796,0.3332183,0.22215143,-0.056992367,0.19798064,0.31808665
563500.6549,2729314.248,vegetation,0.16334566,0.49668375,-2.1416934,-0.13072458,-0.16334566,0.16334566,0.5044199,0.33628765,-0.048314013,0.3198863,0.45061088
562990.1219,2731503.356,vegetation,0.08421144,0.5920497,-1.3771312,-0.13784407,-0.08421144,0.08421144,0.38435367,0.2562422,-0.048836797,0.22057465,0.35841873
562987.2784,2732129.468,vegetation,0.15509039,0.5385652,-1.6240578,-0.10478991,-0.15509039,0.15509039,0.44985765,0.2999124,-0.052889794,0.28874734,0.39353725
562481.5039,2733301.164,vegetation,0.09647663,0.63252383,-1.0330619,-0.08981418,-0.09647663,0.09647663,0.33763647,0.22509696,-0.048218783,0.22412145,0.31393564
561967.7575,2736272.956,vegetation,0.12845834,0.5415661,-1.5274217,-0.12419018,-0.12845834,0.12845834,0.446062,0.29738194,-0.051210374,0.27978376,0.40397394
561749.4881,2737132.906,vegetation,0.16505368,0.47335973,-2.5758634,-0.14995314,-0.16505368,0.16505368,0.5361508,0.35744175,-0.045430627,0.33094364,0.48089677
561530.8963,2738071.123,vegetation,0.03316242,0.56576693,-2.4472795,-0.2216836,-0.03316242,0.03316242,0.41598448,0.27732933,-0.03940632,0.20257622,0.4242598
561239.4837,2739322.086,vegetation,0.10654847,0.48141345,-3.3054817,-0.20260328,-0.10654847,0.10654847,0.52508175,0.35006198,-0.032003205,0.28184107,0.48444435
561017.1553,2741121.224,vegetation,0.14140692,0.48810858,-2.71261,-0.1603069,-0.14140692,0.14140692,0.5159705,0.34398797,-0.03745122,0.3042619,0.4645688
560726.5339,2742215.671,vegetation,0.17534415,0.53247243,-1.501495,-0.0837924,-0.17534415,0.17534415,0.45760968,0.3050806,-0.05570165,0.3186476,0.40243998
560942.5967,2741825.291,vegetation,0.1550731,0.6585155,-0.64797294,0.002419408,-0.1550731,0.1550731,0.30883756,0.20589766,-0.0641597,0.25404364,0.25162426
561805.5675,2740576.865,vegetation,0.128145,0.6613117,-0.6879607,-0.026226629,-0.128145,0.128145,0.30579334,0.20386803,-0.059735853,0.2323997,0.2586263
563169.2734,2739252.502,vegetation,0.046838127,0.57603544,-1.7787752,-0.19574489,-0.046838127,0.046838127,0.40350068,0.26900697,-0.04759641,0.19115238,0.38689727
564320.6555,2737535.949,vegetation,0.18244407,0.50494903,-1.8715607,-0.10247186,-0.18244407,0.18244407,0.49341103,0.32894865,-0.05267026,0.3224254,0.42489725
564252.8192,2736752.971,vegetation,0.0513131,0.59523433,-1.5262054,-0.1746278,-0.0513131,0.0513131,0.380592,0.25373432,-0.047942754,0.19910473,0.3737325
563758.9887,2735341.897,vegetation,0.23452173,0.4680579,-2.3459208,-0.08281902,-0.23452173,0.23452173,0.5435037,0.3623441,-0.052465387,0.37336478,0.4561838
567058.4931,2733009.486,vegetation,0.17850387,0.50627464,-1.9611082,-0.10489187,-0.17850387,0.17850387,0.49165678,0.3277791,-0.04849714,0.31145346,0.41634533
571360.8951,2716595.052,vegetation,0.17188632,0.45122176,-4.352797,-0.17152967,-0.17188632,0.17188632,0.56721157,0.37814912,-0.035347503,0.3376086,0.5091383
570778.7377,2718470.459,vegetation,0.17684995,0.49434203,-2.155774,-0.12268677,-0.17684995,0.17684995,0.50756043,0.33838168,-0.052378308,0.31594473,0.4386315
569641.8402,2716821.165,vegetation,0.071720175,0.67343867,-0.75138503,-0.08757012,-0.071720175,0.071720175,0.2927076,0.19514388,-0.058493786,0.18634233,0.27391246
561169.7072,2706372.425,vegetation,0.08710866,0.6048619,-1.1502047,-0.121810466,-0.08710866,0.08710866,0.36930993,0.24621312,-0.053536586,0.21385975,0.33567023
562609.9897,2704656.996,vegetation,0.20986293,0.44888657,-2.982592,-0.13020451,-0.20986293,0.20986293,0.57054263,0.3803703,-0.048681293,0.3652769,0.49548143
560611.8851,2702848.18,vegetation,0.2023043,0.49281284,-2.2541652,-0.09437471,-0.2023043,0.2023043,0.509617,0.33975267,-0.046500243,0.34343052,0.43780524
560197.7585,2699168.07,vegetation,0.21283907,0.4584361,-3.0663548,-0.117539026,-0.21283907,0.21283907,0.55698514,0.37133193,-0.043364648,0.36347938,0.4810184
561789.1974,2695809.7,vegetation,0.094736844,0.5628554,-2.1579492,-0.1600273,-0.094736844,0.094736844,0.4195533,0.2797089,-0.04190613,0.23626272,0.39629
561994.5944,2698001.943,vegetation,0.19366898,0.45882195,-2.9948378,-0.1374397,-0.19366898,0.19366898,0.5564411,0.3709692,-0.04508757,0.34035903,0.47779873
561086.2718,2692597.899,vegetation,-0.01141994,0.5859055,5.755182,-0.28905317,0.01141994,-0.01141994,0.39165622,0.26110917,-0.012092028,0.15785004,0.44690323
562522.0065,2692212.884,vegetation,0.17263305,0.49612677,-2.582473,-0.12446689,-0.17263305,0.17263305,0.5051658,0.33678514,-0.040113203,0.31426722,0.43873408
563307.5664,2692920.747,vegetation,0.20564865,0.47997707,-2.4180546,-0.1021631,-0.20564865,0.20564865,0.52704567,0.35137227,-0.04645539,0.3403428,0.4425059
580375.1345,2692459.878,vegetation,0.056045722,0.5541199,-6.083626,-0.21930513,-0.056045722,0.056045722,0.43034366,0.286902,-0.02450274,0.21933515,0.43864027
580241.0781,2690815.556,vegetation,0.057992566,0.5347857,-2.8675387,-0.21856216,-0.057992566,0.057992566,0.4546599,0.30311355,-0.037322275,0.22062103,0.43918318
